Transaction Frequency,Transaction Volume (ETH),Largest Transaction (ETH),Average Transaction Value (ETH),Liquidation Event Count,Average Health Factor,Collateral Utilization,Total Outstanding Debt (USD),Average Debt Size (USD),Debt-to-Asset Ratio,Repayment Activity Proxy,Earnings Efficiency,Protocol Diversity,Lending Protocol Count,Liquidity Provision Count,Token Swap Count,Wallet Age (Days),DeFi Engagement Duration (Days),Cluster,FICO Range,Credit Score
58.0,0.6656,0.057,0.0115,1e-06,1.31,0.6194,213.91,35.651666666666664,57.8135,2.0,-0.0035,2.0,1.0,1e-06,2.0,31.0,31.0,2,Very Good (740-799),794
14.7,149.8229,14.0,0.1788,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,1741.0,1687.0,3,Fair (580-669),613
3.49,33.5318,10.0996,0.1415,1e-06,999999.0,1e-06,0.0,0.0,1e-06,3.0,0.0179,2.0,1e-06,1e-06,9.0,2057.0,51.0,0,Exceptional (800-850),803
2.47,63.1202,20.0,0.4818,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1.0,1605.0,1559.0,3,Fair (580-669),603
7.42,0.4807,0.1,0.0054,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,375.0,375.0,4,Good (670-739),706
4.72,38.2532,7.25,0.1723,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1425.0,1382.0,4,Good (670-739),717
8.0,1.1072,0.6053,0.1384,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0019,2.0,1e-06,1e-06,1e-06,3.0,1e-06,0,Exceptional (800-850),807
0.77,0.495,0.495,0.0206,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,934.0,298.0,4,Good (670-739),732
0.46,0.3863,0.18,0.0143,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1801.0,1800.0,4,Good (670-739),681
0.7,0.014,0.0088,0.0009,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0373,1.0,1e-06,1e-06,1e-06,687.0,5.0,0,Exceptional (800-850),825
0.7,10.4295,2.6023,0.3259,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0423,2.0,1e-06,1e-06,4.0,1389.0,37.0,0,Exceptional (800-850),821
22.88,452.2213,49.997,1.2356,1e-06,1.028,0.7588,46421.5,23210.75,614.1222,82.0,-0.0135,1.0,1.0,1e-06,78.0,478.0,478.0,1,Poor (300-579),523
0.84,6.7574,1.1,0.1609,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1525.0,1492.0,4,Good (670-739),701
14.33,556.1833,32.0,1.0779,1e-06,1.0,1e-06,0.0,0.0,1e-06,1.0,0.0,1.0,1e-06,1e-06,2.0,1105.0,1068.0,3,Fair (580-669),640
7.28,441.6766,30.0,1.0466,1e-06,1.8473,0.386,31628.6,10542.866666666669,58.1922,9.0,-0.0257,1.0,1.0,1e-06,4.0,1762.0,1676.0,1,Poor (300-579),478
3.62,12.7267,2.0004,0.1035,1e-06,1.0,1e-06,0.0,0.0,1e-06,3.0,0.0,2.0,1e-06,1e-06,1.0,1034.0,1012.0,3,Fair (580-669),591
3.19,3.2049,1.0028,0.0373,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,807.0,726.0,4,Good (670-739),730
24.0,0.0273,0.0273,0.0011,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0423,1.0,1e-06,1e-06,1e-06,43.0,43.0,0,Exceptional (800-850),811
20.0,0.0826,0.0747,0.0041,1e-06,1.5677,0.4972,10001.59,5000.795,47.9233,1.0,0.0025,1.0,1.0,1e-06,1e-06,35.0,35.0,1,Poor (300-579),415
14.0,0.01,0.01,0.0007,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,15.0,15.0,2,Very Good (740-799),742
58.2,0.8012,0.298,0.0014,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1.0,0.0379,7.0,1e-06,3.0,46.0,312.0,282.0,0,Exceptional (800-850),820
1.81,0.6029,0.0975,0.0057,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1770.0,1673.0,4,Good (670-739),682
57.14,86.5376,20.75,0.2163,1e-06,7.4899,0.1071,61788.58,15447.145,1.2672,5.0,-0.0104,2.0,1.0,1e-06,3.0,222.0,222.0,1,Poor (300-579),523
1.83,0.0798,0.0171,0.0073,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,168.0,1e-06,2,Very Good (740-799),765
50.93,292043.9017,7700.0,133.3534,1e-06,1.231,1.0181,113271455.52,16181636.502857145,9056.2899,51.0,-0.0213,2.0,1.0,1e-06,15.0,1298.0,1270.0,1,Poor (300-579),300
5.5,0.6081,0.05,0.0055,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,604.0,523.0,4,Good (670-739),722
3.9,27.657,10.0,0.2448,1e-06,1.2797,1e-06,1999.07,999.535,54.3078,1.0,0.0,2.0,1.0,1e-06,1e-06,878.0,364.0,1,Poor (300-579),375
15.0,0.0493,0.0146,0.0011,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,79.0,77.0,2,Very Good (740-799),756
90.0,0.0254,0.0151,0.0003,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,9.0,8.0,2,Very Good (740-799),743
11.45,14.0927,1.63,0.1118,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,3.0,1e-06,1.0,2.0,333.0,317.0,3,Fair (580-669),596
16.0,163.1502,81.6493,10.1969,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,9.0,7.0,2,Very Good (740-799),790
4.36,1.368,0.2006,0.0112,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,841.0,699.0,4,Good (670-739),731
3.65,45.254,17.5317,0.6199,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,605.0,541.0,0,Exceptional (800-850),833
68.71,73.9296,3.5,0.0307,1e-06,1.8106,0.4593,0.0,0.0,1e-06,2.0,-0.0809,6.0,1.0,1.0,48.0,1069.0,980.0,3,Fair (580-669),608
22.08,1584.512,200.0,5.5209,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,382.0,332.0,3,Fair (580-669),651
31.96,883.4801,110.0,0.5882,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1431.0,1388.0,3,Fair (580-669),645
0.73,2.988,0.613,0.0905,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1373.0,1362.0,4,Good (670-739),715
2.38,380.982,38.9,12.2897,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,410.0,410.0,4,Good (670-739),738
0.47,1.1756,1.0,0.0511,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1496.0,1493.0,4,Good (670-739),703
79.0,195.0171,31.0,2.4686,1e-06,3.0845,0.2568,60033.42,20011.14,1643.8505,7.0,-0.006,1.0,1.0,1e-06,2.0,8.0,8.0,1,Poor (300-579),527
9.33,1058.5902,144.2481,9.4517,1e-06,2.058,0.3887,851095.08,212773.77,168.0943,5.0,-0.0184,1.0,1.0,1e-06,1e-06,363.0,224.0,1,Poor (300-579),334
3.88,24.8739,16.4988,0.1282,1e-06,1.2647,0.6552,30005.24,15002.62,1.9647,5.0,-0.026,1.0,1.0,1e-06,1e-06,1517.0,1250.0,1,Poor (300-579),485
1.42,0.7435,0.4402,0.0275,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,581.0,45.0,4,Good (670-739),721
0.59,0.9015,0.3495,0.03,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1556.0,1495.0,4,Good (670-739),697
37.67,0.6,0.45,0.0053,1e-06,1.6942,0.4599,1801427.63,900713.815,3231.0865,11.0,-0.0306,1.0,1.0,1e-06,1e-06,87.0,87.0,1,Poor (300-579),319
7.0,0.088,0.05,0.0016,1e-06,1.522,0.512,37067.81,12355.936666666666,7.0964,9.0,-0.0344,1.0,1.0,1e-06,6.0,233.0,233.0,1,Poor (300-579),495
0.92,52.2418,25.141,2.1767,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,778.0,254.0,4,Good (670-739),736
10.67,2.7389,0.63,0.0428,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,173.0,173.0,4,Good (670-739),687
7.0,1.8472,1.387,0.1319,1e-06,2.2243,0.4805,1825.37,912.685,2.6419,2.0,-0.0164,1.0,1.0,1e-06,3.0,59.0,59.0,1,Poor (300-579),387
1.86,4.1215,1.3872,0.0763,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,888.0,503.0,4,Good (670-739),733
4.57,0.784,0.501,0.0245,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,225.0,6.0,2,Very Good (740-799),777
1.67,1.1602,0.1579,0.0129,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1634.0,1562.0,4,Good (670-739),690
0.84,13004.701,4000.0,342.229,1e-06,1.3658,0.6954,35465471.33,11821823.776666664,13196.0125,1e-06,-0.0175,1.0,1.0,1e-06,4.0,1370.0,5.0,1,Poor (300-579),301
48.61,17934.9234,2000.0,20.4971,1e-06,1.6692,0.483,9690091.69,1211261.46125,3218.038,1e-06,-0.0317,3.0,1.0,1e-06,7.0,562.0,420.0,1,Poor (300-579),302
6.33,0.0502,0.0396,0.0026,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,102.0,102.0,2,Very Good (740-799),758
2.91,194.0175,194.0,3.0315,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,2.0,668.0,665.0,0,Exceptional (800-850),838
21.33,1.1757,0.3709,0.0184,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0495,1.0,1e-06,1e-06,26.0,76.0,6.0,0,Exceptional (800-850),813
2.32,9.0319,1.94,0.1254,1e-06,2.2308,0.3716,3001.35,1500.675,16.7786,5.0,-0.007,1.0,1.0,1e-06,1e-06,953.0,934.0,1,Poor (300-579),389
20.65,94.2572,15.4052,0.2685,1e-06,1.0,1e-06,0.0,0.0,1e-06,5.0,0.0,1.0,1e-06,1e-06,9.0,526.0,443.0,3,Fair (580-669),611
6.0,0.05,0.05,0.0083,1e-06,1.5175,0.5233,8006.88,4003.44,60.4795,1.0,-0.0373,1.0,1.0,1e-06,1e-06,5.0,5.0,2,Very Good (740-799),798
0.14,0.0244,0.0194,0.0041,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1355.0,1e-06,2,Very Good (740-799),770
1.73,3.7118,1.9317,0.0476,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0423,2.0,1e-06,1e-06,2.0,1379.0,393.0,0,Exceptional (800-850),819
5.24,770.395,50.0,3.5018,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0423,1.0,1e-06,1e-06,1e-06,1284.0,941.0,0,Exceptional (800-850),844
4.73,34.7984,10.0,0.6692,1e-06,1.8311,0.4525,22306.44,11153.22,1111.986,9.0,-0.0144,1.0,1.0,1e-06,1e-06,331.0,331.0,1,Poor (300-579),454
5.71,145.9,50.0,1.5041,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,529.0,344.0,3,Fair (580-669),615
22.4,0.255,0.25,0.0011,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0423,1.0,1e-06,1e-06,1e-06,293.0,292.0,0,Exceptional (800-850),820
29.0,17.6291,4.3509,0.6079,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,12.0,1e-06,2,Very Good (740-799),786
37.1,689.6269,50.0,0.8853,1e-06,999999.0,1e-06,0.0,0.0,1e-06,2.0,0.0423,2.0,1e-06,1e-06,7.0,647.0,647.0,0,Exceptional (800-850),843
14.41,508.2166,34.087,0.9535,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,1137.0,1105.0,3,Fair (580-669),629
1.56,5.0601,0.8004,0.083,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,2.0,1e-06,1e-06,1e-06,1179.0,553.0,4,Good (670-739),725
33.16,6979.426,1000.0,4.1274,1e-06,1.2413,0.6512,57532.97,5230.27,2.4594,1e-06,-0.0271,4.0,1.0,1.0,23.0,1538.0,1297.0,1,Poor (300-579),524
9.87,1119.5662,300.0,2.1824,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,3.0,1e-06,1.0,1.0,1570.0,1547.0,3,Fair (580-669),648
0.67,0.1759,0.0466,0.0052,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1557.0,1557.0,4,Good (670-739),697
9.76,9.7014,0.5451,0.0301,1e-06,3.8028,0.2051,0.02,0.004,1e-06,2.0,0.0276,4.0,1.0,1.0,3.0,1015.0,1003.0,3,Fair (580-669),600
3.17,0.1,0.1,0.0026,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,377.0,1e-06,2,Very Good (740-799),772
4.0,0.1838,0.0729,0.0066,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,206.0,205.0,4,Good (670-739),690
4.88,4.2776,1.0,0.0515,1e-06,8.8987,0.0877,10.13,2.5325,0.001,1.0,0.0364,3.0,1.0,1e-06,5.0,526.0,521.0,3,Fair (580-669),664
5.5,0.4675,0.4675,0.0425,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,70.0,67.0,2,Very Good (740-799),767
1.9,0.3947,0.2947,0.0051,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1245.0,221.0,4,Good (670-739),721
6.22,0.0596,0.0345,0.0011,1e-06,3.0174,0.2552,61082.49,20360.83,127.1545,1.0,0.0484,2.0,1.0,1e-06,4.0,284.0,270.0,1,Poor (300-579),529
28.74,2931.061,171.5585,4.4343,1e-06,1.3187,0.5883,22970.19,5742.5475,17.0197,32.0,-0.0016,2.0,1.0,1.0,1.0,711.0,699.0,1,Poor (300-579),456
1.6,0.0374,0.0354,0.0047,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0374,1.0,1e-06,1e-06,1e-06,150.0,4.0,0,Exceptional (800-850),815
0.78,6.6916,1.536,0.0999,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,3.0,2614.0,1463.0,4,Good (670-739),674
8.55,11.6294,0.9,0.0289,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0021,2.0,1e-06,1e-06,4.0,1426.0,1380.0,0,Exceptional (800-850),820
2.69,0.0569,0.0245,0.0006,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1075.0,503.0,4,Good (670-739),727
81.47,21019.218,1950.0,8.6003,1e-06,4.7394,0.4,202939.48,20293.948,0.4495,49.0,0.0143,4.0,1.0,1.0,3.0,918.0,916.0,1,Poor (300-579),372
1.64,22.1091,6.35,1.2283,1e-06,1.8999,0.422,27364.53,6841.1325,1557.4576,2.0,-0.0205,1.0,1.0,1e-06,1e-06,341.0,237.0,1,Poor (300-579),464
21.42,2.4154,0.6796,0.0021,1e-06,1.8461,0.3839,7582.8,3791.4,43.452,234.0,-0.0273,1.0,1.0,1e-06,113.0,1677.0,1345.0,1,Poor (300-579),405
26.89,1994.1839,150.0,1.6121,1e-06,1.0,1e-06,0.0,0.0,1e-06,80.0,0.0,1.0,1e-06,1e-06,48.0,1403.0,1403.0,3,Fair (580-669),653
6.0,0.0584,0.0584,0.0097,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1.0,37.0,37.0,2,Very Good (740-799),747
0.81,1.1492,0.3318,0.0295,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1452.0,1451.0,4,Good (670-739),707
10.36,2.5291,1.0,0.0174,1e-06,1.2148,0.6194,186122.92,62040.973333333335,66.4326,6.0,-0.0427,1.0,1.0,1e-06,1e-06,420.0,108.0,1,Poor (300-579),402
2.56,4.5497,0.9586,0.0312,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1.0,1e-06,1730.0,1724.0,4,Good (670-739),683
24.0,1.7568,0.4005,0.0366,1e-06,1.4588,0.5675,310.1,155.05,7.3206,8.0,-0.0202,1.0,1.0,1e-06,1e-06,45.0,45.0,2,Very Good (740-799),795
21.0,231.5003,80.0,2.2048,1e-06,1.9817,0.397,337282.39,112427.46333333332,108.8131,19.0,-0.0163,1.0,1.0,1e-06,1e-06,151.0,110.0,1,Poor (300-579),358
1.64,1.0468,1.0,0.0145,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1.0,1e-06,1353.0,1305.0,4,Good (670-739),715
0.35,0.072,0.0198,0.004,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1548.0,1548.0,4,Good (670-739),698
52.0,0.2945,0.1072,0.0057,1e-06,1.8447,0.477,1342.49,268.498,38.9692,7.0,-0.0243,1.0,1.0,1e-06,1e-06,15.0,15.0,2,Very Good (740-799),797
2.92,15.6517,5.3204,0.4472,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,367.0,1e-06,2,Very Good (740-799),786
0.12,0.2847,0.1599,0.0285,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2524.0,1492.0,4,Good (670-739),675
2.71,0.0374,0.02,0.002,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,202.0,202.0,4,Good (670-739),689
14.39,2126.5431,300.0,4.4769,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1.0,992.0,882.0,3,Fair (580-669),655
13.7,5.9961,0.92,0.0219,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,598.0,562.0,4,Good (670-739),723
7.44,36.1868,5.0,0.0685,1e-06,1.0,1e-06,0.0,0.0,1e-06,2.0,0.0,5.0,1e-06,5.0,1e-06,2157.0,1837.0,3,Fair (580-669),582
270.0,0.4988,0.4988,0.0018,1e-06,1.0565,1e-06,33512671.67,33512671.67,8.5951,7.0,0.0,1.0,1.0,1e-06,1e-06,15.0,8.0,1,Poor (300-579),300
4.33,9.0131,4.4733,0.2311,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,266.0,266.0,4,Good (670-739),697
21.5,28.1239,27.7,0.654,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0425,2.0,1e-06,1e-06,1e-06,75.0,19.0,0,Exceptional (800-850),821
2.9,27.7535,2.2,0.1914,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1523.0,1245.0,4,Good (670-739),705
4.14,27.1419,7.18,0.468,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0423,1.0,1e-06,1e-06,4.0,434.0,420.0,0,Exceptional (800-850),830
23.0,0.42,0.32,0.0183,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,32.0,32.0,2,Very Good (740-799),764
0.45,0.1359,0.0418,0.0035,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2660.0,1773.0,4,Good (670-739),672
0.12,0.0251,0.0251,0.005,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1261.0,195.0,4,Good (670-739),720
5.43,45.1735,15.2999,0.3614,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0423,2.0,1e-06,1e-06,1.0,710.0,73.0,0,Exceptional (800-850),833
18.0,175.0053,149.0612,0.9723,1e-06,2.2981,0.3607,376827.03,125609.01,420.0549,5.0,-0.0087,1.0,1.0,1e-06,6.0,313.0,148.0,1,Poor (300-579),354
6.4,3.277,0.435,0.0341,1e-06,1.5307,0.5286,300.74,75.185,10.3205,10.0,-0.0221,1.0,1.0,1e-06,8.0,442.0,441.0,1,Poor (300-579),380
0.66,9.4949,3.2797,0.2713,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1611.0,1555.0,4,Good (670-739),693
3.75,8.07,4.0057,0.538,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,111.0,1e-06,2,Very Good (740-799),783
2.78,17.803,5.6629,0.1309,1e-06,1.6939,0.4195,3246.27,1623.135,22.9014,2.0,-0.0298,1.0,1.0,1e-06,1e-06,1499.0,1467.0,1,Poor (300-579),391
4.96,16.478,2.4594,0.1185,1e-06,2.8125,0.2963,401.89,200.945,0.3415,2.0,-0.002,1.0,1.0,1e-06,10.0,841.0,822.0,1,Poor (300-579),376
0.65,0.9162,0.2,0.0458,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,952.0,949.0,4,Good (670-739),732
21.67,97.4491,15.0,0.3748,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,353.0,352.0,4,Good (670-739),721
4.64,9.3404,6.5089,0.1831,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,334.0,1e-06,2,Very Good (740-799),784
1.16,0.4834,0.0909,0.0082,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1552.0,1552.0,4,Good (670-739),697
5.32,17.1007,1.8381,0.0574,1e-06,1.0,1e-06,0.0,0.0,1e-06,26.0,0.0,1.0,1e-06,5.0,1.0,1693.0,1693.0,3,Fair (580-669),584
4.95,2.7686,0.33,0.0266,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,634.0,580.0,4,Good (670-739),723
7.0,0.0139,0.0103,0.002,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0374,1.0,1e-06,1e-06,1e-06,5.0,5.0,0,Exceptional (800-850),805
0.26,0.5626,0.2,0.0402,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1607.0,1605.0,4,Good (670-739),692
45.5,53.2193,50.0,0.5848,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0423,2.0,1e-06,1e-06,9.0,68.0,1e-06,0,Exceptional (800-850),828
13.07,33.7844,2.9675,0.1846,1e-06,999999.0,1e-06,0.0,0.0,1e-06,26.0,0.0001,3.0,1e-06,1e-06,5.0,429.0,306.0,0,Exceptional (800-850),830
2.07,1.5226,1.42,0.0491,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,449.0,69.0,4,Good (670-739),713
1.59,0.0269,0.0169,0.0006,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0374,1.0,1e-06,1e-06,1e-06,820.0,4.0,0,Exceptional (800-850),826
4.0,27.9218,14.003,3.4902,1e-06,2.8324,0.294,11099.49,5549.745,45.2284,2.0,-0.0019,1.0,1.0,1e-06,1e-06,72.0,37.0,1,Poor (300-579),413
2.18,98.6,98.6,2.0542,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,1e-06,661.0,342.0,3,Fair (580-669),613
2.97,28.837,9.0,0.2773,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1062.0,116.0,4,Good (670-739),735
16.15,67.9196,20.0,0.0519,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2481.0,1644.0,4,Good (670-739),676
1.6,69.2834,9.9974,0.8998,1e-06,999999.0,1e-06,0.0,0.0,1e-06,1e-06,0.0002,1.0,1e-06,1e-06,5.0,1466.0,1458.0,0,Exceptional (800-850),831
3.0,1.3349,0.668,0.445,1e-06,3.0091,0.277,500.84,250.42,0.9994,1.0,-0.0019,1.0,1.0,1e-06,1e-06,4.0,4.0,2,Very Good (740-799),795
54.11,60.1743,14.998,0.1236,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,277.0,259.0,4,Good (670-739),708
89.5,330.029,124.9574,1.8437,1e-06,1.0599,0.7533,10843.45,2710.8625,155.3503,1.0,-0.019,3.0,1.0,1e-06,1e-06,48.0,21.0,1,Poor (300-579),422
0.34,0.0052,0.0052,0.0003,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1330.0,1329.0,4,Good (670-739),717
1.47,0.2995,0.1519,0.0136,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,462.0,178.0,4,Good (670-739),714
0.22,2.6183,1.251,0.1378,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,2625.0,1232.0,4,Good (670-739),673
7.95,7.2792,0.604,0.0223,1e-06,1.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,1.0,1e-06,1e-06,4.0,1244.0,1244.0,4,Good (670-739),723
7.05,3355.9516,374.0,6.344,1e-06,1.0,1e-06,0.0,0.0,1e-06,30.0,0.0,1.0,1e-06,1e-06,1e-06,2283.0,2257.0,3,Fair (580-669),658
