Transaction Frequency,Transaction Volume (ETH),Largest Transaction (ETH),Average Transaction Value (ETH),Liquidation Event Count,Average Health Factor,Collateral Utilization,Total Outstanding Debt (USD),Average Debt Size (USD),Debt-to-Asset Ratio,Repayment Activity Proxy,Earnings Efficiency,Protocol Diversity,Lending Protocol Count,Liquidity Provision Count,Token Swap Count,Wallet Age (Days),DeFi Engagement Duration (Days),Cluster,FICO Range,Credit Score
12.0,500.0,50.0,2.5,1e-06,1.2653,0.5,173898.15,13376.78,347.1021,23.54,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),441
12.0,500.0,50.0,2.5,1e-06,0.4696,0.5,111614.71,8585.75,222.7839,37.4,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),555
12.0,500.0,50.0,2.5,1e-06,2.7677,0.5,32570.98,2505.46,65.0119,73.84,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),476
12.0,500.0,50.0,2.5,1e-06,1.4348,0.5,139404.28,10723.41,278.2521,14.18,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),520
12.0,500.0,50.0,2.5,1e-06,2.9648,0.5,19443.38,1495.64,38.8091,82.55,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),437
12.0,500.0,50.0,2.5,1e-06,0.8752,0.5,110612.16,8508.63,220.7828,17.56,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),557
12.0,500.0,50.0,2.5,1e-06,0.9386,0.5,74542.98,5734.08,148.7884,38.73,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),547
12.0,500.0,50.0,2.5,1e-06,2.8012,0.5,16172.64,1244.05,32.2807,92.16,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),429
12.0,500.0,50.0,2.5,1e-06,1.2222,0.5,173616.02,13355.08,346.539,30.13,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),442
12.0,500.0,50.0,2.5,1e-06,0.443,0.5,126392.35,9722.49,252.2801,42.0,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),536
12.0,500.0,50.0,2.5,1e-06,2.3245,0.5,37467.87,2882.14,74.7862,54.94,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),488
12.0,500.0,50.0,2.5,1e-06,0.4172,0.5,78268.34,6020.64,156.2242,39.84,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),550
12.0,500.0,50.0,2.5,1e-06,1.5136,0.5,42379.9,3259.99,84.5906,63.8,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),498
12.0,500.0,50.0,2.5,1e-06,2.7515,0.5,11735.48,902.73,23.4241,89.13,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),415
12.0,500.0,50.0,2.5,1e-06,1.2034,0.5,173623.12,13355.62,346.5531,13.2,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),442
12.0,500.0,50.0,2.5,1e-06,1.2299,0.5,128712.88,9900.99,256.9119,30.34,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),531
12.0,500.0,50.0,2.5,1e-06,1.8934,0.5,24197.31,1861.33,48.298,50.86,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),451
12.0,500.0,50.0,2.5,1e-06,0.1709,0.5,178685.2,13745.02,356.6571,38.32,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),428
12.0,500.0,50.0,2.5,1e-06,1.7651,0.5,1891.69,145.51,3.7758,98.02,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),387
12.0,500.0,50.0,2.5,1e-06,2.0692,0.5,37397.15,2876.7,74.645,99.67,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),488
12.0,500.0,50.0,2.5,1e-06,0.882,0.5,137158.84,10550.68,273.7701,36.25,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),521
12.0,500.0,50.0,2.5,1e-06,1.4063,0.5,89538.56,6887.58,178.7197,33.74,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),563
12.0,500.0,50.0,2.5,1e-06,0.2794,0.5,67242.78,5172.52,134.2171,48.63,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),533
12.0,500.0,50.0,2.5,1e-06,0.8677,0.5,171672.43,13205.57,342.6595,32.17,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),449
12.0,500.0,50.0,2.5,1e-06,2.7247,0.5,45153.25,3473.33,90.1262,98.9,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),503
12.0,500.0,50.0,2.5,1e-06,1.7959,0.5,9280.49,713.88,18.5239,66.06,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),408
12.0,500.0,50.0,2.5,1e-06,2.1487,0.5,11102.55,854.04,22.1608,54.27,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),414
12.0,500.0,50.0,2.5,1e-06,1.1476,0.5,170247.82,13095.99,339.816,37.57,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),452
12.0,500.0,50.0,2.5,1e-06,1.6538,0.5,37305.07,2869.62,74.4612,66.71,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),487
12.0,500.0,50.0,2.5,1e-06,0.7215,0.5,103405.74,7954.29,206.3987,38.93,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),566
12.0,500.0,50.0,2.5,1e-06,0.5421,0.5,105552.64,8119.43,210.6839,23.54,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),562
12.0,500.0,50.0,2.5,1e-06,1.1231,0.5,93825.68,7217.36,187.2768,14.66,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),569
12.0,500.0,50.0,2.5,1e-06,2.3266,0.5,30115.34,2316.56,60.1105,54.04,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),468
12.0,500.0,50.0,2.5,1e-06,1.5304,0.5,21901.9,1684.76,43.7164,81.04,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),446
12.0,500.0,50.0,2.5,1e-06,0.9222,0.5,72155.48,5550.42,144.0229,32.47,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),542
12.0,500.0,50.0,2.5,1e-06,1.3186,0.5,123942.82,9534.06,247.3909,40.04,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),540
12.0,500.0,50.0,2.5,1e-06,2.6371,0.5,39163.07,3012.54,78.1698,61.65,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),492
12.0,500.0,50.0,2.5,1e-06,1.2255,0.5,190768.64,14674.51,380.7757,6.2,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),394
12.0,500.0,50.0,2.5,1e-06,1.9944,0.5,18821.01,1447.77,37.5669,91.99,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),437
12.0,500.0,50.0,2.5,1e-06,2.4497,0.5,19132.25,1471.71,38.1881,72.39,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),437
12.0,500.0,50.0,2.5,1e-06,1.0599,0.5,188653.39,14511.8,376.5537,7.25,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),400
12.0,500.0,50.0,2.5,1e-06,0.8862,0.5,65377.27,5029.02,130.4936,17.52,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),530
12.0,500.0,50.0,2.5,1e-06,2.8571,0.5,32569.4,2505.34,65.0088,72.21,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),476
12.0,500.0,50.0,2.5,1e-06,2.8926,0.5,33652.97,2588.69,67.1716,72.3,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),478
12.0,500.0,50.0,2.5,1e-06,0.272,0.5,54339.39,4179.95,108.4619,3.93,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),517
12.0,500.0,50.0,2.5,1e-06,1.3772,0.5,83608.29,6431.41,166.8828,10.69,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),556
12.0,500.0,50.0,2.5,1e-06,0.2852,0.5,68124.7,5240.36,135.9774,30.47,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),535
12.0,500.0,50.0,2.5,1e-06,1.3783,0.5,187511.13,14423.93,374.2737,18.2,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),404
12.0,500.0,50.0,2.5,1e-06,0.9496,0.5,114457.48,8804.42,228.458,26.13,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),553
12.0,500.0,50.0,2.5,1e-06,1.352,0.5,99349.53,7642.27,198.3025,19.57,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),569
12.0,500.0,50.0,2.5,1e-06,2.5685,0.5,27182.91,2090.99,54.2573,75.96,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),460
12.0,500.0,50.0,2.5,1e-06,0.9558,0.5,193016.51,14847.42,385.2625,47.14,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),386
12.0,500.0,50.0,2.5,1e-06,0.6951,0.5,121460.48,9343.11,242.4361,43.92,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),545
12.0,500.0,50.0,2.5,1e-06,0.6985,0.5,169896.95,13069.0,339.1157,28.7,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),453
12.0,500.0,50.0,2.5,1e-06,1.9168,0.5,46086.09,3545.08,91.9882,85.84,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),504
12.0,500.0,50.0,2.5,1e-06,1.5538,0.5,27260.06,2096.93,54.4113,66.93,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),461
12.0,500.0,50.0,2.5,1e-06,1.4226,0.5,161387.52,12414.42,322.1308,10.81,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),478
12.0,500.0,50.0,2.5,1e-06,1.1874,0.5,112855.03,8681.16,225.2595,38.94,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),554
12.0,500.0,50.0,2.5,1e-06,1.59,0.5,38569.86,2966.91,76.9857,65.37,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),490
12.0,500.0,50.0,2.5,1e-06,1.7483,0.5,15914.54,1224.2,31.7655,96.32,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),428
12.0,500.0,50.0,2.5,1e-06,1.5779,0.5,21832.29,1679.41,43.5774,68.23,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),445
12.0,500.0,50.0,2.5,1e-06,1.04,0.5,137566.97,10582.07,274.5848,37.05,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),521
12.0,500.0,50.0,2.5,1e-06,2.5834,0.5,744.01,57.23,1.485,70.13,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),381
12.0,500.0,50.0,2.5,1e-06,0.1868,0.5,198487.18,15268.24,396.182,46.71,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),374
12.0,500.0,50.0,2.5,1e-06,0.5412,0.5,176233.08,13556.39,351.7626,11.37,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),436
12.0,500.0,50.0,2.5,1e-06,0.427,0.5,105399.57,8107.66,210.3784,6.45,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),563
12.0,500.0,50.0,2.5,1e-06,1.6031,0.5,49593.4,3814.88,98.9888,71.48,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),510
12.0,500.0,50.0,2.5,1e-06,0.1822,0.5,62466.78,4805.14,124.6842,19.9,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),527
12.0,500.0,50.0,2.5,1e-06,0.8024,0.5,80805.12,6215.78,161.2877,47.72,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),554
12.0,500.0,50.0,2.5,1e-06,0.24,0.5,67511.99,5193.23,134.7545,39.38,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),534
12.0,500.0,50.0,2.5,1e-06,1.8557,0.5,4581.26,352.4,9.1442,92.46,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),396
12.0,500.0,50.0,2.5,1e-06,1.4603,0.5,105921.34,8147.8,211.4198,5.04,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),561
12.0,500.0,50.0,2.5,1e-06,1.0845,0.5,111097.78,8545.98,221.7521,27.53,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),556
12.0,500.0,50.0,2.5,1e-06,0.5027,0.5,121926.16,9378.94,243.3656,26.76,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),544
12.0,500.0,50.0,2.5,1e-06,1.77,0.5,49435.68,3802.74,98.674,89.87,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),510
12.0,500.0,50.0,2.5,1e-06,2.8991,0.5,32198.69,2476.82,64.2688,52.76,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),474
12.0,500.0,50.0,2.5,1e-06,0.978,0.5,176807.3,13600.56,352.9088,37.31,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),434
12.0,500.0,50.0,2.5,1e-06,2.4297,0.5,38936.43,2995.11,77.7174,91.12,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),491
12.0,500.0,50.0,2.5,1e-06,1.0632,0.5,73779.13,5675.32,147.2637,35.75,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),545
12.0,500.0,50.0,2.5,1e-06,1.8567,0.5,30974.53,2382.66,61.8254,52.69,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),471
12.0,500.0,50.0,2.5,1e-06,1.1842,0.5,115116.46,8855.11,229.7734,13.8,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),552
12.0,500.0,50.0,2.5,1e-06,1.7158,0.5,26892.22,2068.63,53.6771,90.39,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),459
12.0,500.0,50.0,2.5,1e-06,1.3905,0.5,66903.94,5146.46,133.5408,33.14,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),533
12.0,500.0,50.0,2.5,1e-06,2.4533,0.5,6003.45,461.8,11.9829,99.3,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),400
12.0,500.0,50.0,2.5,1e-06,0.5543,0.5,81658.72,6281.44,162.9915,46.46,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),554
12.0,500.0,50.0,2.5,1e-06,0.1349,0.5,163280.27,12560.02,325.9087,6.51,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),472
12.0,500.0,50.0,2.5,1e-06,0.123,0.5,86808.89,6677.61,173.2712,43.47,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),559
12.0,500.0,50.0,2.5,1e-06,1.7361,0.5,25036.31,1925.87,49.9727,90.61,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),454
12.0,500.0,50.0,2.5,1e-06,0.5665,0.5,131383.74,10106.44,262.243,14.57,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),528
12.0,500.0,50.0,2.5,1e-06,0.8699,0.5,72982.12,5614.01,145.6729,29.52,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),544
12.0,500.0,50.0,2.5,1e-06,2.7366,0.5,47052.05,3619.39,93.9163,86.71,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),506
12.0,500.0,50.0,2.5,1e-06,1.7029,0.5,47083.39,3621.8,93.9788,88.63,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),506
12.0,500.0,50.0,2.5,1e-06,0.51,0.5,51201.63,3938.59,102.1989,29.07,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),513
12.0,500.0,50.0,2.5,1e-06,2.0273,0.5,22449.81,1726.91,44.81,81.25,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),447
12.0,500.0,50.0,2.5,1e-06,1.562,0.5,4659.78,358.44,9.301,89.59,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),396
12.0,500.0,50.0,2.5,1e-06,1.009,0.5,64715.76,4978.14,129.1732,40.34,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),529
12.0,500.0,50.0,2.5,1e-06,1.9265,0.5,34495.46,2653.5,68.8532,62.49,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),480
12.0,500.0,50.0,2.5,1e-06,1.9405,0.5,27781.46,2137.04,55.452,77.55,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),462
12.0,500.0,50.0,2.5,1e-06,1.3057,0.5,145198.27,11169.1,289.8169,5.01,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),510
12.0,500.0,50.0,2.5,1e-06,2.301,0.5,39542.79,3041.75,78.9277,98.59,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),492
12.0,500.0,50.0,2.5,1e-06,2.0713,0.5,26639.58,2049.2,53.1728,56.62,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),459
12.0,500.0,50.0,2.5,1e-06,1.7309,0.5,40596.03,3122.77,81.03,97.71,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),495
12.0,500.0,50.0,2.5,1e-06,0.84,0.5,67722.15,5209.4,135.174,19.56,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),535
12.0,500.0,50.0,2.5,1e-06,1.4956,0.5,85515.51,6578.12,170.6896,28.12,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),558
12.0,500.0,50.0,2.5,1e-06,1.0536,0.5,73147.2,5626.71,146.0024,25.16,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),544
12.0,500.0,50.0,2.5,1e-06,0.3352,0.5,162540.55,12503.12,324.4322,42.48,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),475
12.0,500.0,50.0,2.5,1e-06,0.1415,0.5,85689.37,6591.49,171.0367,35.47,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),558
12.0,500.0,50.0,2.5,1e-06,1.9723,0.5,38935.56,2995.04,77.7157,51.57,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),491
12.0,500.0,50.0,2.5,1e-06,0.8996,0.5,118419.79,9109.21,236.3668,11.17,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),549
12.0,500.0,50.0,2.5,1e-06,0.1773,0.5,104357.84,8027.53,208.2991,10.38,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),565
12.0,500.0,50.0,2.5,1e-06,1.8775,0.5,23206.14,1785.09,46.3196,64.88,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),450
12.0,500.0,50.0,2.5,1e-06,2.2178,0.5,13831.8,1063.98,27.6084,53.8,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),422
12.0,500.0,50.0,2.5,1e-06,2.3598,0.5,20302.45,1561.73,40.5239,56.06,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),439
12.0,500.0,50.0,2.5,1e-06,0.4904,0.5,169759.98,13058.46,338.8423,17.11,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),454
12.0,500.0,50.0,2.5,1e-06,1.1691,0.5,199023.22,15309.48,397.2519,41.22,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),374
12.0,500.0,50.0,2.5,1e-06,1.205,0.5,173274.6,13328.82,345.8575,26.14,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),444
12.0,500.0,50.0,2.5,1e-06,1.2601,0.5,195926.54,15071.27,391.0709,9.76,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),376
12.0,500.0,50.0,2.5,1e-06,1.1837,0.5,92030.95,7079.3,183.6945,17.43,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),567
12.0,500.0,50.0,2.5,1e-06,1.4516,0.5,66755.74,5135.06,133.245,24.27,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),532
12.0,500.0,50.0,2.5,1e-06,0.1081,0.5,177116.25,13624.33,353.5254,2.41,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),432
12.0,500.0,50.0,2.5,1e-06,2.043,0.5,35858.25,2758.33,71.5734,56.44,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),483
12.0,500.0,50.0,2.5,1e-06,1.0721,0.5,90026.31,6925.1,179.6932,19.35,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),564
12.0,500.0,50.0,2.5,1e-06,0.8038,0.5,129024.19,9924.94,257.5333,45.83,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),531
12.0,500.0,50.0,2.5,1e-06,0.8446,0.5,114332.61,8794.82,228.2088,26.46,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),553
12.0,500.0,50.0,2.5,1e-06,1.2058,0.5,70147.74,5395.98,140.0154,22.18,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),539
12.0,500.0,50.0,2.5,1e-06,1.2453,0.5,154924.55,11917.27,309.2306,19.03,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),494
12.0,500.0,50.0,2.5,1e-06,2.6896,0.5,24594.39,1891.88,49.0906,65.61,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),452
12.0,500.0,50.0,2.5,1e-06,2.7152,0.5,25871.83,1990.14,51.6404,87.51,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),457
12.0,500.0,50.0,2.5,1e-06,2.4665,0.5,14613.93,1124.15,29.1695,67.07,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),424
12.0,500.0,50.0,2.5,1e-06,2.7017,0.5,29478.98,2267.61,58.8403,55.22,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),467
12.0,500.0,50.0,2.5,1e-06,2.0994,0.5,42123.97,3240.31,84.0798,65.77,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),497
12.0,500.0,50.0,2.5,1e-06,0.6966,0.5,179302.68,13792.51,357.8896,47.56,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),427
12.0,500.0,50.0,2.5,1e-06,1.2103,0.5,173249.42,13326.88,345.8072,36.37,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),444
12.0,500.0,50.0,2.5,1e-06,0.9219,0.5,77899.03,5992.23,155.4871,46.99,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),550
12.0,500.0,50.0,2.5,1e-06,0.2229,0.5,175162.61,13474.05,349.626,35.39,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),438
12.0,500.0,50.0,2.5,1e-06,1.2859,0.5,53079.41,4083.03,105.9469,20.96,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),515
12.0,500.0,50.0,2.5,1e-06,2.2648,0.5,9330.45,717.73,18.6237,78.19,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),408
12.0,500.0,50.0,2.5,1e-06,2.3926,0.5,1847.79,142.14,3.6882,68.85,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),386
12.0,500.0,50.0,2.5,1e-06,2.6548,0.5,42973.73,3305.67,85.7759,90.77,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),498
12.0,500.0,50.0,2.5,1e-06,0.9876,0.5,68890.8,5299.29,137.5066,48.09,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),537
12.0,500.0,50.0,2.5,1e-06,2.2285,0.5,23176.33,1782.79,46.2601,59.22,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),450
12.0,500.0,50.0,2.5,1e-06,1.4893,0.5,69396.71,5338.21,138.5164,8.73,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),538
12.0,500.0,50.0,2.5,1e-06,0.9892,0.5,96542.81,7426.37,192.7002,12.98,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),570
12.0,500.0,50.0,2.5,1e-06,0.2209,0.5,150510.44,11577.73,300.42,2.26,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),501
12.0,500.0,50.0,2.5,1e-06,1.0742,0.5,133789.37,10291.49,267.0447,28.84,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),525
12.0,500.0,50.0,2.5,1e-06,1.5768,0.5,9511.54,731.66,18.9851,66.56,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),409
12.0,500.0,50.0,2.5,1e-06,0.4613,0.5,58658.5,4512.19,117.0828,35.55,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),522
12.0,500.0,50.0,2.5,1e-06,2.0647,0.5,31268.85,2405.3,62.4129,97.67,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),472
12.0,500.0,50.0,2.5,1e-06,1.4812,0.5,98174.07,7551.85,195.9562,48.59,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),570
12.0,500.0,50.0,2.5,1e-06,1.1584,0.5,162737.26,12518.25,324.8249,29.91,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),474
12.0,500.0,50.0,2.5,1e-06,0.3084,0.5,94012.96,7231.77,187.6506,49.65,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),568
12.0,500.0,50.0,2.5,1e-06,2.9472,0.5,47851.31,3680.87,95.5116,92.84,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),508
12.0,500.0,50.0,2.5,1e-06,2.0066,0.5,38889.5,2991.5,77.6238,74.58,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),491
12.0,500.0,50.0,2.5,1e-06,0.4471,0.5,144962.89,11150.99,289.3471,42.03,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),511
12.0,500.0,50.0,2.5,1e-06,1.6414,0.5,36797.97,2830.61,73.449,91.28,0.05,2.0,1.0,0.5,5.0,730.0,365.0,1,Poor (300-579),486
